"region";"ålder";"kön";"2023"
"Skara (Skara tätort centrala södra)";"totalt";"kvinnor";713
"Skara (Skara tätort centrala södra)";"totalt";"totalt";1355
"Skara (Skara tätort centrala västra)";"totalt";"män";568
"Skara (Skara tätort centrala västra)";"totalt";"kvinnor";581
"Skara (Skara tätort centrala västra)";"totalt";"totalt";1149
"Skara (Skara tätort centrala östra)";"totalt";"män";934
"Skara (Skara tätort centrala östra)";"totalt";"kvinnor";1097
"Skara (Skara tätort centrala östra)";"totalt";"totalt";2031
"Skara (Skara tätort nordvästra)";"totalt";"män";758
"Skara (Skara tätort nordvästra)";"totalt";"kvinnor";880
"Skara (Skara tätort nordvästra)";"totalt";"totalt";1638
"Skara (Skara tätort nordöstra)";"totalt";"män";1308
"Skara (Skara tätort nordöstra)";"totalt";"kvinnor";1275
"Skara (Skara tätort nordöstra)";"totalt";"totalt";2583
"Skara (Skara tätort sydvästra)";"totalt";"män";914
"Skara (Skara tätort sydvästra)";"totalt";"kvinnor";818
"Skara (Skara tätort sydvästra)";"totalt";"totalt";1732
"Skara (Skara tätort sydöstra)";"totalt";"män";607
"Skara (Skara tätort sydöstra)";"totalt";"kvinnor";551
"Skara (Skara tätort sydöstra)";"totalt";"totalt";1158
"Skara (Skara västra omland-Ardala)";"totalt";"män";1094
"Skara (Skara västra omland-Ardala)";"totalt";"kvinnor";997
"Skara (Skara västra omland-Ardala)";"totalt";"totalt";2091
"Skara (Skara östra omland-Hornborgasjön)";"totalt";"män";879
"Skara (Skara östra omland-Hornborgasjön)";"totalt";"kvinnor";765
"Skara (Skara östra omland-Hornborgasjön)";"totalt";"totalt";1644
"Skara (Varnhem-Eggby-Eggby omland)";"totalt";"män";1058
"Skara (Varnhem-Eggby-Eggby omland)";"totalt";"kvinnor";1035
"Skara (Varnhem-Eggby-Eggby omland)";"totalt";"totalt";2093
"Skövde (Billingsluttningen-Kullen)";"totalt";"män";2230
"Skövde (Billingsluttningen-Kullen)";"totalt";"kvinnor";2467
"Skövde (Billingsluttningen-Kullen)";"totalt";"totalt";4697
"Skövde (Dälderna-Havstena)";"totalt";"män";2014
"Skövde (Dälderna-Havstena)";"totalt";"kvinnor";2057
"Skövde (Dälderna-Havstena)";"totalt";"totalt";4071
"Skövde (Ekängen-Aspö-Ulveket)";"totalt";"män";1876
"Skövde (Ekängen-Aspö-Ulveket)";"totalt";"kvinnor";1854
"Skövde (Ekängen-Aspö-Ulveket)";"totalt";"totalt";3730
"Skövde (Frösve Säter-Tidan-Väring)";"totalt";"män";2531
"Skövde (Frösve Säter-Tidan-Väring)";"totalt";"kvinnor";2400
"Skövde (Frösve Säter-Tidan-Väring)";"totalt";"totalt";4931
"Skövde (Hentorp-Våmb)";"totalt";"män";1939
"Skövde (Hentorp-Våmb)";"totalt";"kvinnor";1846
"Skövde (Hentorp-Våmb)";"totalt";"totalt";3785
"Skövde (Högskolan-Trängen)";"totalt";"män";1102
"Skövde (Högskolan-Trängen)";"totalt";"kvinnor";1032
"Skövde (Högskolan-Trängen)";"totalt";"totalt";2134
"Skövde (Igelstorp-Värsås)";"totalt";"män";2034
"Skövde (Igelstorp-Värsås)";"totalt";"kvinnor";1972
"Skövde (Igelstorp-Värsås)";"totalt";"totalt";4006
"Skövde (Källegården)";"totalt";"män";1098
"Skövde (Källegården)";"totalt";"kvinnor";975
"Skövde (Källegården)";"totalt";"totalt";2073
"Skövde (Lunden-Trädgårdsstaden)";"totalt";"män";1736
"Skövde (Lunden-Trädgårdsstaden)";"totalt";"kvinnor";1647
"Skövde (Lunden-Trädgårdsstaden)";"totalt";"totalt";3383
"Skövde (Mariesjö-Östermalm)";"totalt";"män";2080
"Skövde (Mariesjö-Östermalm)";"totalt";"kvinnor";1816
"Skövde (Mariesjö-Östermalm)";"totalt";"totalt";3896
"Skövde (Norrmalm-Rosenhaga)";"totalt";"män";1474
"Skövde (Norrmalm-Rosenhaga)";"totalt";"kvinnor";1418
"Skövde (Norrmalm-Rosenhaga)";"totalt";"totalt";2892
"Skövde (Ryd barkvägen-Lövängen)";"totalt";"män";1846
"Skövde (Ryd barkvägen-Lövängen)";"totalt";"kvinnor";1886
"Skövde (Ryd barkvägen-Lövängen)";"totalt";"totalt";3732
"Skövde (Ryds centrum)";"totalt";"män";1088
"Skövde (Ryds centrum)";"totalt";"kvinnor";1139
"Skövde (Ryds centrum)";"totalt";"totalt";2227
"Skövde (Skultorp-Skultorpsbygden)";"totalt";"män";2614
"Skövde (Skultorp-Skultorpsbygden)";"totalt";"kvinnor";2510
"Skövde (Skultorp-Skultorpsbygden)";"totalt";"totalt";5124
"Skövde (Skövde centrumkärna)";"totalt";"män";976
"Skövde (Skövde centrumkärna)";"totalt";"kvinnor";881
"Skövde (Skövde centrumkärna)";"totalt";"totalt";1857
"Skövde (Tidan tätort-Tidan omnejd)";"totalt";"män";576
"Skövde (Tidan tätort-Tidan omnejd)";"totalt";"kvinnor";555
"Skövde (Tidan tätort-Tidan omnejd)";"totalt";"totalt";1131
"Skövde (Timmersdala-Berg)";"totalt";"män";1408
"Skövde (Timmersdala-Berg)";"totalt";"kvinnor";1353
"Skövde (Timmersdala-Berg)";"totalt";"totalt";2761
"Skövde (Västra fältet)";"totalt";"män";669
"Skövde (Västra fältet)";"totalt";"kvinnor";664
"Skövde (Västra fältet)";"totalt";"totalt";1333
"Hjo (Hjo landsbygd)";"totalt";"män";1433
"Hjo (Hjo landsbygd)";"totalt";"kvinnor";1321
"Hjo (Hjo landsbygd)";"totalt";"totalt";2754
"Hjo (Hjo norr)";"totalt";"män";1560
"Hjo (Hjo norr)";"totalt";"kvinnor";1608
"Hjo (Hjo norr)";"totalt";"totalt";3168
"Hjo (Hjo söder)";"totalt";"män";1661
"Hjo (Hjo söder)";"totalt";"kvinnor";1675
"Hjo (Hjo söder)";"totalt";"totalt";3336
"Tidaholm (Hökensås)";"totalt";"män";1358
"Tidaholm (Hökensås)";"totalt";"kvinnor";1243
"Tidaholm (Hökensås)";"totalt";"totalt";2601
"Tidaholm (Tidaholm centrum)";"totalt";"män";1892
"Tidaholm (Tidaholm centrum)";"totalt";"kvinnor";1878
"Tidaholm (Tidaholm centrum)";"totalt";"totalt";3770
"Tidaholm (Tidaholm västra)";"totalt";"män";1718
"Tidaholm (Tidaholm västra)";"totalt";"kvinnor";1757
"Tidaholm (Tidaholm västra)";"totalt";"totalt";3475
"Tidaholm (Tidaholm östra)";"totalt";"män";587
"Tidaholm (Tidaholm östra)";"totalt";"kvinnor";576
"Tidaholm (Tidaholm östra)";"totalt";"totalt";1163
"Tidaholm (Varv)";"totalt";"män";949
"Tidaholm (Varv)";"totalt";"kvinnor";881
"Tidaholm (Varv)";"totalt";"totalt";1830
"Falköping (Broddetorp)";"totalt";"män";413
"Falköping (Broddetorp)";"totalt";"kvinnor";386
"Falköping (Broddetorp)";"totalt";"totalt";799
"Falköping (Falköping norra stad)";"totalt";"män";1855
"Falköping (Falköping norra stad)";"totalt";"kvinnor";1918
"Falköping (Falköping norra stad)";"totalt";"totalt";3773
"Falköping (Falköping södra stad)";"totalt";"män";2325
"Falköping (Falköping södra stad)";"totalt";"kvinnor";2644
"Falköping (Falköping södra stad)";"totalt";"totalt";4969
"Falköping (Falköping västra stad)";"totalt";"män";1957
"Falköping (Falköping västra stad)";"totalt";"kvinnor";1993
"Falköping (Falköping västra stad)";"totalt";"totalt";3950
"Falköping (Falköping östra stad)";"totalt";"män";2691
"Falköping (Falköping östra stad)";"totalt";"kvinnor";2582
"Falköping (Falköping östra stad)";"totalt";"totalt";5273
"Falköping (Floby)";"totalt";"män";1459
"Falköping (Floby)";"totalt";"kvinnor";1338
"Falköping (Floby)";"totalt";"totalt";2797
"Falköping (Gudhem-Torbjörntorp)";"totalt";"män";859
"Falköping (Gudhem-Torbjörntorp)";"totalt";"kvinnor";844
"Falköping (Gudhem-Torbjörntorp)";"totalt";"totalt";1703
"Falköping (Kinnarp-Slutarp-Åsarp)";"totalt";"män";1404
"Falköping (Kinnarp-Slutarp-Åsarp)";"totalt";"kvinnor";1314
"Falköping (Kinnarp-Slutarp-Åsarp)";"totalt";"totalt";2718
"Falköping (Odensberg)";"totalt";"män";605
"Falköping (Odensberg)";"totalt";"kvinnor";539
"Falköping (Odensberg)";"totalt";"totalt";1144
"Falköping (Stenstorp)";"totalt";"män";1800
"Falköping (Stenstorp)";"totalt";"kvinnor";1683
"Falköping (Stenstorp)";"totalt";"totalt";3483
"Falköping (Vartofta-Kättilstorp)";"totalt";"män";1260
"Falköping (Vartofta-Kättilstorp)";"totalt";"kvinnor";1122
"Falköping (Vartofta-Kättilstorp)";"totalt";"totalt";2382
"Kil (Dalliden)";"totalt";"män";1060
"Kil (Dalliden)";"totalt";"kvinnor";1090
"Kil (Dalliden)";"totalt";"totalt";2150
"Kil (Fryksta-Vikstad)";"totalt";"män";2000
"Kil (Fryksta-Vikstad)";"totalt";"kvinnor";1967
"Kil (Fryksta-Vikstad)";"totalt";"totalt";3967
"Kil (Kils omland)";"totalt";"män";1926
"Kil (Kils omland)";"totalt";"kvinnor";1746
"Kil (Kils omland)";"totalt";"totalt";3672
"Kil (Lersätter)";"totalt";"män";1141
"Kil (Lersätter)";"totalt";"kvinnor";1155
"Kil (Lersätter)";"totalt";"totalt";2296
"Eda (Charlottenberg omland)";"totalt";"män";951
"Eda (Charlottenberg omland)";"totalt";"kvinnor";865
"Eda (Charlottenberg omland)";"totalt";"totalt";1816
"Eda (Charlottenberg tätort)";"totalt";"män";1274
"Eda (Charlottenberg tätort)";"totalt";"kvinnor";1283
"Eda (Charlottenberg tätort)";"totalt";"totalt";2557
"Eda (Koppom tätort-Koppom omland)";"totalt";"män";793
"Eda (Koppom tätort-Koppom omland)";"totalt";"kvinnor";759
"Eda (Koppom tätort-Koppom omland)";"totalt";"totalt";1552
"Eda (Köla-Skillingmark)";"totalt";"män";596
"Eda (Köla-Skillingmark)";"totalt";"kvinnor";552
"Eda (Köla-Skillingmark)";"totalt";"totalt";1148
"Eda (Åmotfors tätort)";"totalt";"män";740
"Eda (Åmotfors tätort)";"totalt";"kvinnor";686
"Eda (Åmotfors tätort)";"totalt";"totalt";1426
"Torsby (Stöllet-Ambjörby-Likenäs)";"totalt";"män";787
"Torsby (Stöllet-Ambjörby-Likenäs)";"totalt";"kvinnor";726
"Torsby (Stöllet-Ambjörby-Likenäs)";"totalt";"totalt";1513
"Torsby (Sysslebäck-Höljes)";"totalt";"män";511
"Torsby (Sysslebäck-Höljes)";"totalt";"kvinnor";473
"Torsby (Sysslebäck-Höljes)";"totalt";"totalt";984
"Torsby (Torsby centrala)";"totalt";"män";696
"Torsby (Torsby centrala)";"totalt";"kvinnor";755
"Torsby (Torsby centrala)";"totalt";"totalt";1451
"Torsby (Torsby norra)";"totalt";"män";1079
"Torsby (Torsby norra)";"totalt";"kvinnor";1098
"Torsby (Torsby norra)";"totalt";"totalt";2177
"Torsby (Torsby omland)";"totalt";"män";495
"Torsby (Torsby omland)";"totalt";"kvinnor";452
"Torsby (Torsby omland)";"totalt";"totalt";947
"Torsby (Torsby södra)";"totalt";"män";793
"Torsby (Torsby södra)";"totalt";"kvinnor";803
"Torsby (Torsby södra)";"totalt";"totalt";1596
"Torsby (Vitsand)";"totalt";"män";875
"Torsby (Vitsand)";"totalt";"kvinnor";768
"Torsby (Vitsand)";"totalt";"totalt";1643
"Torsby (Östmark-Lekvattnet)";"totalt";"män";561
"Torsby (Östmark-Lekvattnet)";"totalt";"kvinnor";515
"Torsby (Östmark-Lekvattnet)";"totalt";"totalt";1076
"Storfors (Storfors centralort)";"totalt";"män";1021
"Storfors (Storfors centralort)";"totalt";"kvinnor";927
"Storfors (Storfors centralort)";"totalt";"totalt";1948
"Storfors (Storfors tätorter-Storfors landsbygd)";"totalt";"män";977
"Storfors (Storfors tätorter-Storfors landsbygd)";"totalt";"kvinnor";876
"Storfors (Storfors tätorter-Storfors landsbygd)";"totalt";"totalt";1853
"Hammarö (Götetorp-Hammar)";"totalt";"män";1870
"Hammarö (Götetorp-Hammar)";"totalt";"kvinnor";1808
"Hammarö (Götetorp-Hammar)";"totalt";"totalt";3678
"Hammarö (Hammarö sydöstra)";"totalt";"män";692
"Hammarö (Hammarö sydöstra)";"totalt";"kvinnor";672
"Hammarö (Hammarö sydöstra)";"totalt";"totalt";1364
"Hammarö (Nolgård-Lövnäs)";"totalt";"män";2077
"Hammarö (Nolgård-Lövnäs)";"totalt";"kvinnor";2027
"Hammarö (Nolgård-Lövnäs)";"totalt";"totalt";4104
"Hammarö (Skoghall-Gunnarskär)";"totalt";"män";985
"Hammarö (Skoghall-Gunnarskär)";"totalt";"kvinnor";988
"Hammarö (Skoghall-Gunnarskär)";"totalt";"totalt";1973
"Hammarö (Skoghall-Mörmon)";"totalt";"män";809
"Hammarö (Skoghall-Mörmon)";"totalt";"kvinnor";935
"Hammarö (Skoghall-Mörmon)";"totalt";"totalt";1744
"Hammarö (Skoghall-Vidöåsen)";"totalt";"män";879
"Hammarö (Skoghall-Vidöåsen)";"totalt";"kvinnor";898
"Hammarö (Skoghall-Vidöåsen)";"totalt";"totalt";1777
"Hammarö (Tynäs-Bärstad-Hallersrud)";"totalt";"män";1146
"Hammarö (Tynäs-Bärstad-Hallersrud)";"totalt";"kvinnor";1154
"Hammarö (Tynäs-Bärstad-Hallersrud)";"totalt";"totalt";2300
"Munkfors (Munkerud-Munkebol)";"totalt";"män";956
"Munkfors (Munkerud-Munkebol)";"totalt";"kvinnor";951
"Munkfors (Munkerud-Munkebol)";"totalt";"totalt";1907
"Munkfors (Munkfors centrala områden)";"totalt";"män";554
"Munkfors (Munkfors centrala områden)";"totalt";"kvinnor";524
"Munkfors (Munkfors centrala områden)";"totalt";"totalt";1078
"Munkfors (Munkfors yttre områden)";"totalt";"män";350
"Munkfors (Munkfors yttre områden)";"totalt";"kvinnor";334
"Munkfors (Munkfors yttre områden)";"totalt";"totalt";684
"Forshaga (Deje-Dejefors)";"totalt";"män";1486
"Forshaga (Deje-Dejefors)";"totalt";"kvinnor";1456
"Forshaga (Deje-Dejefors)";"totalt";"totalt";2942
"Forshaga (Forshaga omland)";"totalt";"män";873
"Forshaga (Forshaga omland)";"totalt";"kvinnor";849
"Forshaga (Forshaga omland)";"totalt";"totalt";1722
"Forshaga (Forshaga-Skived)";"totalt";"män";3477
"Forshaga (Forshaga-Skived)";"totalt";"kvinnor";3397
"Forshaga (Forshaga-Skived)";"totalt";"totalt";6874
"Grums (Borgvik-Värmskog-Skruvstad)";"totalt";"män";919
"Grums (Borgvik-Värmskog-Skruvstad)";"totalt";"kvinnor";850
"Grums (Borgvik-Värmskog-Skruvstad)";"totalt";"totalt";1769
"Grums (Gamla Slottsbron)";"totalt";"män";788
"Grums (Gamla Slottsbron)";"totalt";"kvinnor";766
"Grums (Gamla Slottsbron)";"totalt";"totalt";1554
"Grums (Karlberg)";"totalt";"män";520
"Grums (Karlberg)";"totalt";"kvinnor";514
"Grums (Karlberg)";"totalt";"totalt";1034
"Grums (Orrby-Grönberg)";"totalt";"män";1184
"Grums (Orrby-Grönberg)";"totalt";"kvinnor";1229
"Grums (Orrby-Grönberg)";"totalt";"totalt";2413
"Grums (Segmon-Liljedal)";"totalt";"män";609
"Grums (Segmon-Liljedal)";"totalt";"kvinnor";566
"Grums (Segmon-Liljedal)";"totalt";"totalt";1175
"Grums (Slottsbron)";"totalt";"män";592
"Grums (Slottsbron)";"totalt";"kvinnor";520
"Grums (Slottsbron)";"totalt";"totalt";1112
"Årjäng (Trankil-Blomskog-Silbodal-Sillerud)";"totalt";"män";1226
"Årjäng (Trankil-Blomskog-Silbodal-Sillerud)";"totalt";"kvinnor";1125
"Årjäng (Trankil-Blomskog-Silbodal-Sillerud)";"totalt";"totalt";2351
"Årjäng (Töcksfors)";"totalt";"män";758
"Årjäng (Töcksfors)";"totalt";"kvinnor";652
"Årjäng (Töcksfors)";"totalt";"totalt";1410
"Årjäng (Västra Fågelvik-Töcksmark-Östervallskog-Karlanda)";"totalt";"män";1422
"Årjäng (Västra Fågelvik-Töcksmark-Östervallskog-Karlanda)";"totalt";"kvinnor";1300
"Årjäng (Västra Fågelvik-Töcksmark-Östervallskog-Karlanda)";"totalt";"totalt";2722
"Årjäng (Årjäng)";"totalt";"män";1692
"Årjäng (Årjäng)";"totalt";"kvinnor";1718
"Årjäng (Årjäng)";"totalt";"totalt";3410
"Sunne (Borgeby)";"totalt";"män";1041
"Sunne (Borgeby)";"totalt";"kvinnor";955
"Sunne (Borgeby)";"totalt";"totalt";1996
"Sunne (Hea)";"totalt";"män";517
"Sunne (Hea)";"totalt";"kvinnor";506
"Sunne (Hea)";"totalt";"totalt";1023
"Sunne (Leran)";"totalt";"män";782
"Sunne (Leran)";"totalt";"kvinnor";845
"Sunne (Leran)";"totalt";"totalt";1627
"Sunne (Lysviks kyrkby)";"totalt";"män";1179
"Sunne (Lysviks kyrkby)";"totalt";"kvinnor";1097
"Sunne (Lysviks kyrkby)";"totalt";"totalt";2276
"Sunne (Sunne södra kommundel )";"totalt";"män";1409
"Sunne (Sunne södra kommundel )";"totalt";"kvinnor";1314
"Sunne (Sunne södra kommundel )";"totalt";"totalt";2723
"Sunne (Sunne tätort östra)";"totalt";"män";1214
"Sunne (Sunne tätort östra)";"totalt";"kvinnor";1346
"Sunne (Sunne tätort östra)";"totalt";"totalt";2560
"Sunne (Uddheden)";"totalt";"män";613
"Sunne (Uddheden)";"totalt";"kvinnor";548
"Sunne (Uddheden)";"totalt";"totalt";1161
"Karlstad (Alster-Skattkärr-Skattkärrs omland)";"totalt";"män";2207
"Karlstad (Alster-Skattkärr-Skattkärrs omland)";"totalt";"kvinnor";2043
"Karlstad (Alster-Skattkärr-Skattkärrs omland)";"totalt";"totalt";4250
"Karlstad (Edsgatan norra-Vallargärdet-Vallargärdets omland)";"totalt";"män";970
"Karlstad (Edsgatan norra-Vallargärdet-Vallargärdets omland)";"totalt";"kvinnor";898
"Karlstad (Edsgatan norra-Vallargärdet-Vallargärdets omland)";"totalt";"totalt";1868
"Karlstad (Edsvalla-Karlstads västra landsbygd)";"totalt";"män";1151
"Karlstad (Edsvalla-Karlstads västra landsbygd)";"totalt";"kvinnor";999
"Karlstad (Edsvalla-Karlstads västra landsbygd)";"totalt";"totalt";2150
"Karlstad (Färjestad-Järpetan-Rud sydvästra)";"totalt";"män";1836
"Karlstad (Färjestad-Järpetan-Rud sydvästra)";"totalt";"kvinnor";1970
"Karlstad (Färjestad-Järpetan-Rud sydvästra)";"totalt";"totalt";3806
"Karlstad (Gruvlyckan)";"totalt";"män";939
"Karlstad (Gruvlyckan)";"totalt";"kvinnor";1012
"Karlstad (Gruvlyckan)";"totalt";"totalt";1951
"Karlstad (Herrhagen sydöstra-Yttre hamn)";"totalt";"män";1734
"Karlstad (Herrhagen sydöstra-Yttre hamn)";"totalt";"kvinnor";1770
"Karlstad (Herrhagen sydöstra-Yttre hamn)";"totalt";"totalt";3504
"Karlstad (Herrhagen nordvästra-Lamberget-Sjöstad)";"totalt";"män";1694
"Karlstad (Herrhagen nordvästra-Lamberget-Sjöstad)";"totalt";"kvinnor";1690
"Karlstad (Herrhagen nordvästra-Lamberget-Sjöstad)";"totalt";"totalt";3384
"Karlstad (Hultsberg-Gustavsberg)";"totalt";"män";2023
"Karlstad (Hultsberg-Gustavsberg)";"totalt";"kvinnor";2046
"Karlstad (Hultsberg-Gustavsberg)";"totalt";"totalt";4069
"Karlstad (Klara-Sandbäcken-Sanna)";"totalt";"män";867
"Karlstad (Klara-Sandbäcken-Sanna)";"totalt";"kvinnor";882
"Karlstad (Klara-Sandbäcken-Sanna)";"totalt";"totalt";1749
"Karlstad (Kronoparken norra)";"totalt";"män";2010
"Karlstad (Kronoparken norra)";"totalt";"kvinnor";1966
"Karlstad (Kronoparken norra)";"totalt";"totalt";3976
"Karlstad (Kronoparken centrala)";"totalt";"män";1831
"Karlstad (Kronoparken centrala)";"totalt";"kvinnor";1649
"Karlstad (Kronoparken centrala)";"totalt";"totalt";3480
"Karlstad (Kronoparken östra)";"totalt";"män";941
"Karlstad (Kronoparken östra)";"totalt";"kvinnor";937
"Karlstad (Kronoparken östra)";"totalt";"totalt";1878
"Karlstad (Kroppkärr-Lorensberg-Välsviken)";"totalt";"män";1757
"Karlstad (Kroppkärr-Lorensberg-Välsviken)";"totalt";"kvinnor";1764
"Karlstad (Kroppkärr-Lorensberg-Välsviken)";"totalt";"totalt";3521
"Karlstad (Kvarnberget-Sommarro-Marieberg)";"totalt";"män";2040
"Karlstad (Kvarnberget-Sommarro-Marieberg)";"totalt";"kvinnor";2213
"Karlstad (Kvarnberget-Sommarro-Marieberg)";"totalt";"totalt";4253
"Karlstad (Molkom-Blombacka)";"totalt";"män";1042
"Karlstad (Molkom-Blombacka)";"totalt";"kvinnor";1092
"Karlstad (Molkom-Blombacka)";"totalt";"totalt";2134
"Karlstad (Norrstrand)";"totalt";"män";1781
"Karlstad (Norrstrand)";"totalt";"kvinnor";1788
"Karlstad (Norrstrand)";"totalt";"totalt";3569
"Karlstad (Orrholmen)";"totalt";"män";953
"Karlstad (Orrholmen)";"totalt";"kvinnor";956
"Karlstad (Orrholmen)";"totalt";"totalt";1909
"Karlstad (Romstad-Strand)";"totalt";"män";905
"Karlstad (Romstad-Strand)";"totalt";"kvinnor";968
"Karlstad (Romstad-Strand)";"totalt";"totalt";1873
"Karlstad (Rud nordöstra)";"totalt";"män";1922
"Karlstad (Rud nordöstra)";"totalt";"kvinnor";2086
"Karlstad (Rud nordöstra)";"totalt";"totalt";4008
"Karlstad (Råtorp)";"totalt";"män";1327
"Karlstad (Råtorp)";"totalt";"kvinnor";1357
"Karlstad (Råtorp)";"totalt";"totalt";2684
"Karlstad (Skåre omland)";"totalt";"män";777
"Karlstad (Skåre omland)";"totalt";"kvinnor";700
"Karlstad (Skåre omland)";"totalt";"totalt";1477
"Karlstad (Skåre centrala-Ilanda-Stodene)";"totalt";"män";1836
"Karlstad (Skåre centrala-Ilanda-Stodene)";"totalt";"kvinnor";1876
"Karlstad (Skåre centrala-Ilanda-Stodene)";"totalt";"totalt";3712
"Karlstad (Skåreberget-Älvåker)";"totalt";"män";1149
"Karlstad (Skåreberget-Älvåker)";"totalt";"kvinnor";1153
"Karlstad (Skåreberget-Älvåker)";"totalt";"totalt";2302
"Karlstad (Stockfallet-Edsgatan södra-Steffensminne)";"totalt";"män";1453
"Karlstad (Stockfallet-Edsgatan södra-Steffensminne)";"totalt";"kvinnor";1426
"Karlstad (Stockfallet-Edsgatan södra-Steffensminne)";"totalt";"totalt";2879
"Karlstad (Sundsta-Hagaborg)";"totalt";"män";1638
"Karlstad (Sundsta-Hagaborg)";"totalt";"kvinnor";1964
"Karlstad (Sundsta-Hagaborg)";"totalt";"totalt";3602
"Karlstad (Tingvallastaden-Haga)";"totalt";"män";2521
"Karlstad (Tingvallastaden-Haga)";"totalt";"kvinnor";2587
"Karlstad (Tingvallastaden-Haga)";"totalt";"totalt";5108
"Karlstad (Viken-Tyggårdsviken-Tullholmen)";"totalt";"män";2648
"Karlstad (Viken-Tyggårdsviken-Tullholmen)";"totalt";"kvinnor";2779
"Karlstad (Viken-Tyggårdsviken-Tullholmen)";"totalt";"totalt";5427
"Karlstad (Vålberg-Norsbron)";"totalt";"män";1604
"Karlstad (Vålberg-Norsbron)";"totalt";"kvinnor";1521
"Karlstad (Vålberg-Norsbron)";"totalt";"totalt";3125
"Karlstad (Våxnäs)";"totalt";"män";1768
"Karlstad (Våxnäs)";"totalt";"kvinnor";1847
"Karlstad (Våxnäs)";"totalt";"totalt";3615
"Karlstad (Väse-Karlstads östra landsbygd)";"totalt";"män";1945
"Karlstad (Väse-Karlstads östra landsbygd)";"totalt";"kvinnor";1778
"Karlstad (Väse-Karlstads östra landsbygd)";"totalt";"totalt";3723
"Karlstad (Zakrisdal-Bergvik-Björkås)";"totalt";"män";1125
"Karlstad (Zakrisdal-Bergvik-Björkås)";"totalt";"kvinnor";1122
"Karlstad (Zakrisdal-Bergvik-Björkås)";"totalt";"totalt";2247
"Kristinehamn (Björneborg)";"totalt";"män";562
"Kristinehamn (Björneborg)";"totalt";"kvinnor";490
"Kristinehamn (Björneborg)";"totalt";"totalt";1052
"Kristinehamn (Bro)";"totalt";"män";846
"Kristinehamn (Bro)";"totalt";"kvinnor";989
"Kristinehamn (Bro)";"totalt";"totalt";1835
"Kristinehamn (Broängen-Presterud-Strandudden)";"totalt";"män";1516
"Kristinehamn (Broängen-Presterud-Strandudden)";"totalt";"kvinnor";1476
"Kristinehamn (Broängen-Presterud-Strandudden)";"totalt";"totalt";2992
"Kristinehamn (Fältet-Djurgården)";"totalt";"män";1276
"Kristinehamn (Fältet-Djurgården)";"totalt";"kvinnor";1173
"Kristinehamn (Fältet-Djurgården)";"totalt";"totalt";2449
"Kristinehamn (Kristinehamn norra omland)";"totalt";"män";1242
"Kristinehamn (Kristinehamn norra omland)";"totalt";"kvinnor";1143
"Kristinehamn (Kristinehamn norra omland)";"totalt";"totalt";2385
"Kristinehamn (Kristinehamn södra omland)";"totalt";"män";1025
"Kristinehamn (Kristinehamn södra omland)";"totalt";"kvinnor";942
"Kristinehamn (Kristinehamn södra omland)";"totalt";"totalt";1967
"Kristinehamn (Kurlanda)";"totalt";"män";943
"Kristinehamn (Kurlanda)";"totalt";"kvinnor";944
"Kristinehamn (Kurlanda)";"totalt";"totalt";1887
"Kristinehamn (Marielund-Jakobsberg-Östermalm)";"totalt";"män";1699
"Kristinehamn (Marielund-Jakobsberg-Östermalm)";"totalt";"kvinnor";1672
"Kristinehamn (Marielund-Jakobsberg-Östermalm)";"totalt";"totalt";3371
"Kristinehamn (Smedby-Liljebäck-Södermalm)";"totalt";"män";1359
"Kristinehamn (Smedby-Liljebäck-Södermalm)";"totalt";"kvinnor";1327
"Kristinehamn (Smedby-Liljebäck-Södermalm)";"totalt";"totalt";2686
"Kristinehamn (Strand-Marieberg-Villastaden)";"totalt";"män";1588
"Kristinehamn (Strand-Marieberg-Villastaden)";"totalt";"kvinnor";1605
"Kristinehamn (Strand-Marieberg-Villastaden)";"totalt";"totalt";3193
"Filipstad (Bergslagstorget-Eriksberg)";"totalt";"män";853
"Filipstad (Bergslagstorget-Eriksberg)";"totalt";"kvinnor";822
"Filipstad (Bergslagstorget-Eriksberg)";"totalt";"totalt";1675
"Filipstad (Filipstad norra)";"totalt";"män";541
"Filipstad (Filipstad norra)";"totalt";"kvinnor";466
"Filipstad (Filipstad norra)";"totalt";"totalt";1007
"Filipstad (Filipstad södra)";"totalt";"män";1168
"Filipstad (Filipstad södra)";"totalt";"kvinnor";1020
"Filipstad (Filipstad södra)";"totalt";"totalt";2188
"Filipstad (Höglunda-Myrängen)";"totalt";"män";756
"Filipstad (Höglunda-Myrängen)";"totalt";"kvinnor";768
"Filipstad (Höglunda-Myrängen)";"totalt";"totalt";1524
"Filipstad (Kalhyttan-centrum)";"totalt";"män";819
"Filipstad (Kalhyttan-centrum)";"totalt";"kvinnor";896
"Filipstad (Kalhyttan-centrum)";"totalt";"totalt";1715
"Filipstad (Lesjöfors)";"totalt";"män";379
"Filipstad (Lesjöfors)";"totalt";"kvinnor";360
"Filipstad (Lesjöfors)";"totalt";"totalt";739
"Filipstad (Storbron)";"totalt";"män";582
"Filipstad (Storbron)";"totalt";"kvinnor";604
"Filipstad (Storbron)";"totalt";"totalt";1186
"Hagfors (Ekshärad tätort)";"totalt";"män";504
"Hagfors (Ekshärad tätort)";"totalt";"kvinnor";504
"Hagfors (Ekshärad tätort)";"totalt";"totalt";1008
"Hagfors (Hagfors nordväst)";"totalt";"män";670
"Hagfors (Hagfors nordväst)";"totalt";"kvinnor";555
