"region";"ålder";"kön";"2023"
"Östhammar (Östhammar)";"totalt";"totalt";5073
"Östhammar (Östhammar omland)";"totalt";"män";728
"Östhammar (Östhammar omland)";"totalt";"kvinnor";652
"Östhammar (Östhammar omland)";"totalt";"totalt";1380
"Vingåker (Baggetorp-Marmorbyn)";"totalt";"män";695
"Vingåker (Baggetorp-Marmorbyn)";"totalt";"kvinnor";640
"Vingåker (Baggetorp-Marmorbyn)";"totalt";"totalt";1335
"Vingåker (Högsjö-Södra landsbygden)";"totalt";"män";612
"Vingåker (Högsjö-Södra landsbygden)";"totalt";"kvinnor";557
"Vingåker (Högsjö-Södra landsbygden)";"totalt";"totalt";1169
"Vingåker (Läppe-Österåker)";"totalt";"män";936
"Vingåker (Läppe-Österåker)";"totalt";"kvinnor";858
"Vingåker (Läppe-Österåker)";"totalt";"totalt";1794
"Vingåker (Vannala)";"totalt";"män";478
"Vingåker (Vannala)";"totalt";"kvinnor";424
"Vingåker (Vannala)";"totalt";"totalt";902
"Vingåker (Vingåkers norra tätort)";"totalt";"män";1123
"Vingåker (Vingåkers norra tätort)";"totalt";"kvinnor";1090
"Vingåker (Vingåkers norra tätort)";"totalt";"totalt";2213
"Vingåker (Vingåkers södra tätort)";"totalt";"män";712
"Vingåker (Vingåkers södra tätort)";"totalt";"kvinnor";731
"Vingåker (Vingåkers södra tätort)";"totalt";"totalt";1443
"Gnesta (Gnesta norra)";"totalt";"män";877
"Gnesta (Gnesta norra)";"totalt";"kvinnor";886
"Gnesta (Gnesta norra)";"totalt";"totalt";1763
"Gnesta (Gnesta södra)";"totalt";"män";1341
"Gnesta (Gnesta södra)";"totalt";"kvinnor";1313
"Gnesta (Gnesta södra)";"totalt";"totalt";2654
"Gnesta (Gnesta västra)";"totalt";"män";1008
"Gnesta (Gnesta västra)";"totalt";"kvinnor";1059
"Gnesta (Gnesta västra)";"totalt";"totalt";2067
"Gnesta (Laxne-Gåsinge-Dillnäs)";"totalt";"män";875
"Gnesta (Laxne-Gåsinge-Dillnäs)";"totalt";"kvinnor";768
"Gnesta (Laxne-Gåsinge-Dillnäs)";"totalt";"totalt";1643
"Gnesta (Stjärnhov-Björnlunda-Hållsta)";"totalt";"män";1720
"Gnesta (Stjärnhov-Björnlunda-Hållsta)";"totalt";"kvinnor";1673
"Gnesta (Stjärnhov-Björnlunda-Hållsta)";"totalt";"totalt";3393
"Nyköping (Arnö)";"totalt";"män";2478
"Nyköping (Arnö)";"totalt";"kvinnor";2550
"Nyköping (Arnö)";"totalt";"totalt";5028
"Nyköping (Bergshammar-Tuna)";"totalt";"män";2073
"Nyköping (Bergshammar-Tuna)";"totalt";"kvinnor";1959
"Nyköping (Bergshammar-Tuna)";"totalt";"totalt";4032
"Nyköping (Brandholmen-Rosenkälla)";"totalt";"män";2264
"Nyköping (Brandholmen-Rosenkälla)";"totalt";"kvinnor";2419
"Nyköping (Brandholmen-Rosenkälla)";"totalt";"totalt";4683
"Nyköping (Brandkärr)";"totalt";"män";2390
"Nyköping (Brandkärr)";"totalt";"kvinnor";2463
"Nyköping (Brandkärr)";"totalt";"totalt";4853
"Nyköping (Bryngelstorp-Tjuvholmen)";"totalt";"män";1177
"Nyköping (Bryngelstorp-Tjuvholmen)";"totalt";"kvinnor";1129
"Nyköping (Bryngelstorp-Tjuvholmen)";"totalt";"totalt";2306
"Nyköping (Harg-Oxbacken)";"totalt";"män";1371
"Nyköping (Harg-Oxbacken)";"totalt";"kvinnor";1384
"Nyköping (Harg-Oxbacken)";"totalt";"totalt";2755
"Nyköping (Hållet-Blommenhov)";"totalt";"män";751
"Nyköping (Hållet-Blommenhov)";"totalt";"kvinnor";889
"Nyköping (Hållet-Blommenhov)";"totalt";"totalt";1640
"Nyköping (Högbrunn-Idbäcken)";"totalt";"män";618
"Nyköping (Högbrunn-Idbäcken)";"totalt";"kvinnor";540
"Nyköping (Högbrunn-Idbäcken)";"totalt";"totalt";1158
"Nyköping (Lunda-Kila)";"totalt";"män";1280
"Nyköping (Lunda-Kila)";"totalt";"kvinnor";1206
"Nyköping (Lunda-Kila)";"totalt";"totalt";2486
"Nyköping (Nyköping väster-Spelhagen)";"totalt";"män";1539
"Nyköping (Nyköping väster-Spelhagen)";"totalt";"kvinnor";1761
"Nyköping (Nyköping väster-Spelhagen)";"totalt";"totalt";3300
"Nyköping (Nyköping öster-Fågelbo)";"totalt";"män";2218
"Nyköping (Nyköping öster-Fågelbo)";"totalt";"kvinnor";2298
"Nyköping (Nyköping öster-Fågelbo)";"totalt";"totalt";4516
"Nyköping (Oppeby)";"totalt";"män";1422
"Nyköping (Oppeby)";"totalt";"kvinnor";1521
"Nyköping (Oppeby)";"totalt";"totalt";2943
"Nyköping (Runtuna-Ludgo)";"totalt";"män";741
"Nyköping (Runtuna-Ludgo)";"totalt";"kvinnor";688
"Nyköping (Runtuna-Ludgo)";"totalt";"totalt";1429
"Nyköping (Stenkulla-Malmbryggshagen)";"totalt";"män";1066
"Nyköping (Stenkulla-Malmbryggshagen)";"totalt";"kvinnor";1067
"Nyköping (Stenkulla-Malmbryggshagen)";"totalt";"totalt";2133
"Nyköping (Stigtomta)";"totalt";"män";1564
"Nyköping (Stigtomta)";"totalt";"kvinnor";1516
"Nyköping (Stigtomta)";"totalt";"totalt";3080
"Nyköping (Svärta)";"totalt";"män";686
"Nyköping (Svärta)";"totalt";"kvinnor";643
"Nyköping (Svärta)";"totalt";"totalt";1329
"Nyköping (Tunaberg)";"totalt";"män";857
"Nyköping (Tunaberg)";"totalt";"kvinnor";872
"Nyköping (Tunaberg)";"totalt";"totalt";1729
"Nyköping (Tystberga-Lästringe)";"totalt";"män";1194
"Nyköping (Tystberga-Lästringe)";"totalt";"kvinnor";1058
"Nyköping (Tystberga-Lästringe)";"totalt";"totalt";2252
"Nyköping (Vrena-Råby)";"totalt";"män";990
"Nyköping (Vrena-Råby)";"totalt";"kvinnor";905
"Nyköping (Vrena-Råby)";"totalt";"totalt";1895
"Nyköping (Östra Villastaden-Isaksdal-Ekensberg)";"totalt";"män";2208
"Nyköping (Östra Villastaden-Isaksdal-Ekensberg)";"totalt";"kvinnor";2445
"Nyköping (Östra Villastaden-Isaksdal-Ekensberg)";"totalt";"totalt";4653
"Oxelösund (Oxelösund norra)";"totalt";"män";686
"Oxelösund (Oxelösund norra)";"totalt";"kvinnor";697
"Oxelösund (Oxelösund norra)";"totalt";"totalt";1383
"Oxelösund (Oxelösund norra omland)";"totalt";"män";744
"Oxelösund (Oxelösund norra omland)";"totalt";"kvinnor";756
"Oxelösund (Oxelösund norra omland)";"totalt";"totalt";1500
"Oxelösund (Oxelösund södra omland)";"totalt";"män";1034
"Oxelösund (Oxelösund södra omland)";"totalt";"kvinnor";983
"Oxelösund (Oxelösund södra omland)";"totalt";"totalt";2017
"Oxelösund (Oxelösund västra)";"totalt";"män";1699
"Oxelösund (Oxelösund västra)";"totalt";"kvinnor";1746
"Oxelösund (Oxelösund västra)";"totalt";"totalt";3445
"Oxelösund (Oxelösund östra)";"totalt";"män";1983
"Oxelösund (Oxelösund östra)";"totalt";"kvinnor";1778
"Oxelösund (Oxelösund östra)";"totalt";"totalt";3761
"Flen (Flens landsbygd norra)";"totalt";"män";829
"Flen (Flens landsbygd norra)";"totalt";"kvinnor";782
"Flen (Flens landsbygd norra)";"totalt";"totalt";1611
"Flen (Flens landsbygd södra)";"totalt";"män";858
"Flen (Flens landsbygd södra)";"totalt";"kvinnor";767
"Flen (Flens landsbygd södra)";"totalt";"totalt";1625
"Flen (Flens landsbygd östra)";"totalt";"män";891
"Flen (Flens landsbygd östra)";"totalt";"kvinnor";823
"Flen (Flens landsbygd östra)";"totalt";"totalt";1714
"Flen (Flensby-Bjurtorp-Öja)";"totalt";"män";511
"Flen (Flensby-Bjurtorp-Öja)";"totalt";"kvinnor";478
"Flen (Flensby-Bjurtorp-Öja)";"totalt";"totalt";989
"Flen (Hälleforsnäs)";"totalt";"män";816
"Flen (Hälleforsnäs)";"totalt";"kvinnor";741
"Flen (Hälleforsnäs)";"totalt";"totalt";1557
"Flen (Malmköping)";"totalt";"män";1015
"Flen (Malmköping)";"totalt";"kvinnor";1010
"Flen (Malmköping)";"totalt";"totalt";2025
"Flen (Mellösa-Orrhammar)";"totalt";"män";427
"Flen (Mellösa-Orrhammar)";"totalt";"kvinnor";382
"Flen (Mellösa-Orrhammar)";"totalt";"totalt";809
"Flen (Nybble-Centrum nordväst)";"totalt";"män";625
"Flen (Nybble-Centrum nordväst)";"totalt";"kvinnor";613
"Flen (Nybble-Centrum nordväst)";"totalt";"totalt";1238
"Flen (Orrö-Brogetorp-Centrum nordost)";"totalt";"män";878
"Flen (Orrö-Brogetorp-Centrum nordost)";"totalt";"kvinnor";962
"Flen (Orrö-Brogetorp-Centrum nordost)";"totalt";"totalt";1840
"Flen (Salsta-Centrum södra)";"totalt";"män";1165
"Flen (Salsta-Centrum södra)";"totalt";"kvinnor";1095
"Flen (Salsta-Centrum södra)";"totalt";"totalt";2260
"Katrineholm (Forssjö-Björkvik)";"totalt";"män";1646
"Katrineholm (Forssjö-Björkvik)";"totalt";"kvinnor";1549
"Katrineholm (Forssjö-Björkvik)";"totalt";"totalt";3195
"Katrineholm (Gersnäs-Lövåsen)";"totalt";"män";798
"Katrineholm (Gersnäs-Lövåsen)";"totalt";"kvinnor";789
"Katrineholm (Gersnäs-Lövåsen)";"totalt";"totalt";1587
"Katrineholm (Julita-Bie)";"totalt";"män";1519
"Katrineholm (Julita-Bie)";"totalt";"kvinnor";1405
"Katrineholm (Julita-Bie)";"totalt";"totalt";2924
"Katrineholm (Katrineholm centrum-Kerstinboda)";"totalt";"män";1103
"Katrineholm (Katrineholm centrum-Kerstinboda)";"totalt";"kvinnor";1270
"Katrineholm (Katrineholm centrum-Kerstinboda)";"totalt";"totalt";2373
"Katrineholm (Katrineholm norra)";"totalt";"män";1624
"Katrineholm (Katrineholm norra)";"totalt";"kvinnor";1639
"Katrineholm (Katrineholm norra)";"totalt";"totalt";3263
"Katrineholm (Katrineholm östra)";"totalt";"män";1981
"Katrineholm (Katrineholm östra)";"totalt";"kvinnor";2079
"Katrineholm (Katrineholm östra)";"totalt";"totalt";4060
"Katrineholm (Nyhem-Nävertorp)";"totalt";"män";1716
"Katrineholm (Nyhem-Nävertorp)";"totalt";"kvinnor";1587
"Katrineholm (Nyhem-Nävertorp)";"totalt";"totalt";3303
"Katrineholm (Oppunda-Laggarhult)";"totalt";"män";2033
"Katrineholm (Oppunda-Laggarhult)";"totalt";"kvinnor";2089
"Katrineholm (Oppunda-Laggarhult)";"totalt";"totalt";4122
"Katrineholm (Strandsvägsområdet-Skogsborg)";"totalt";"män";1597
"Katrineholm (Strandsvägsområdet-Skogsborg)";"totalt";"kvinnor";1624
"Katrineholm (Strandsvägsområdet-Skogsborg)";"totalt";"totalt";3221
"Katrineholm (Valla-Sköldinge-Floda)";"totalt";"män";1673
"Katrineholm (Valla-Sköldinge-Floda)";"totalt";"kvinnor";1557
"Katrineholm (Valla-Sköldinge-Floda)";"totalt";"totalt";3230
"Katrineholm (Värmbol-Duveholm)";"totalt";"män";1517
"Katrineholm (Värmbol-Duveholm)";"totalt";"kvinnor";1529
"Katrineholm (Värmbol-Duveholm)";"totalt";"totalt";3046
"Eskilstuna (Alberga-Lista)";"totalt";"män";1968
"Eskilstuna (Alberga-Lista)";"totalt";"kvinnor";1780
"Eskilstuna (Alberga-Lista)";"totalt";"totalt";3748
"Eskilstuna (Eskilstuna centrum)";"totalt";"män";1477
"Eskilstuna (Eskilstuna centrum)";"totalt";"kvinnor";1453
"Eskilstuna (Eskilstuna centrum)";"totalt";"totalt";2930
"Eskilstuna (Eskilstuna söder )";"totalt";"män";2323
"Eskilstuna (Eskilstuna söder )";"totalt";"kvinnor";2479
"Eskilstuna (Eskilstuna söder )";"totalt";"totalt";4802
"Eskilstuna (Eskilstuna öster)";"totalt";"män";1810
"Eskilstuna (Eskilstuna öster)";"totalt";"kvinnor";1808
"Eskilstuna (Eskilstuna öster)";"totalt";"totalt";3618
"Eskilstuna (Fröslunda-Vilsta)";"totalt";"män";2099
"Eskilstuna (Fröslunda-Vilsta)";"totalt";"kvinnor";1929
"Eskilstuna (Fröslunda-Vilsta)";"totalt";"totalt";4028
"Eskilstuna (Gredby-Lundby-Brottsta-Flacksta)";"totalt";"män";2702
"Eskilstuna (Gredby-Lundby-Brottsta-Flacksta)";"totalt";"kvinnor";2617
"Eskilstuna (Gredby-Lundby-Brottsta-Flacksta)";"totalt";"totalt";5319
"Eskilstuna (Göksten-Krusgården-Edvardslund-Glömsta)";"totalt";"män";2537
"Eskilstuna (Göksten-Krusgården-Edvardslund-Glömsta)";"totalt";"kvinnor";2431
"Eskilstuna (Göksten-Krusgården-Edvardslund-Glömsta)";"totalt";"totalt";4968
"Eskilstuna (Hållsta-Bälgviken)";"totalt";"män";1310
"Eskilstuna (Hållsta-Bälgviken)";"totalt";"kvinnor";1241
"Eskilstuna (Hållsta-Bälgviken)";"totalt";"totalt";2551
"Eskilstuna (Hällbybrunn-Folkesta)";"totalt";"män";1745
"Eskilstuna (Hällbybrunn-Folkesta)";"totalt";"kvinnor";1675
"Eskilstuna (Hällbybrunn-Folkesta)";"totalt";"totalt";3420
"Eskilstuna (Kvicksund-Tumbo)";"totalt";"män";792
"Eskilstuna (Kvicksund-Tumbo)";"totalt";"kvinnor";753
"Eskilstuna (Kvicksund-Tumbo)";"totalt";"totalt";1545
"Eskilstuna (Lagersberg-Råbergstorp)";"totalt";"män";1419
"Eskilstuna (Lagersberg-Råbergstorp)";"totalt";"kvinnor";1531
"Eskilstuna (Lagersberg-Råbergstorp)";"totalt";"totalt";2950
"Eskilstuna (Mesta-Borsökna)";"totalt";"män";2339
"Eskilstuna (Mesta-Borsökna)";"totalt";"kvinnor";2250
"Eskilstuna (Mesta-Borsökna)";"totalt";"totalt";4589
"Eskilstuna (Munktellstaden-Norr-Gamla staden)";"totalt";"män";4087
"Eskilstuna (Munktellstaden-Norr-Gamla staden)";"totalt";"kvinnor";4411
"Eskilstuna (Munktellstaden-Norr-Gamla staden)";"totalt";"totalt";8498
"Eskilstuna (Myrtorp-Västermalm-Brunnsbacken)";"totalt";"män";1744
"Eskilstuna (Myrtorp-Västermalm-Brunnsbacken)";"totalt";"kvinnor";1783
"Eskilstuna (Myrtorp-Västermalm-Brunnsbacken)";"totalt";"totalt";3527
"Eskilstuna (Nyfors centrum-Väster)";"totalt";"män";2801
"Eskilstuna (Nyfors centrum-Väster)";"totalt";"kvinnor";2728
"Eskilstuna (Nyfors centrum-Väster)";"totalt";"totalt";5529
"Eskilstuna (Röksta-Eskilshem-Balsta)";"totalt";"män";1964
"Eskilstuna (Röksta-Eskilshem-Balsta)";"totalt";"kvinnor";2008
"Eskilstuna (Röksta-Eskilshem-Balsta)";"totalt";"totalt";3972
"Eskilstuna (Skiftinge-Djursta)";"totalt";"män";1622
"Eskilstuna (Skiftinge-Djursta)";"totalt";"kvinnor";1610
"Eskilstuna (Skiftinge-Djursta)";"totalt";"totalt";3232
"Eskilstuna (Skiftinge-Ärsta-Sal)";"totalt";"män";883
"Eskilstuna (Skiftinge-Ärsta-Sal)";"totalt";"kvinnor";903
"Eskilstuna (Skiftinge-Ärsta-Sal)";"totalt";"totalt";1786
"Eskilstuna (Skogstorp)";"totalt";"män";1583
"Eskilstuna (Skogstorp)";"totalt";"kvinnor";1602
"Eskilstuna (Skogstorp)";"totalt";"totalt";3185
"Eskilstuna (Skogsängen-Viptorp)";"totalt";"män";981
"Eskilstuna (Skogsängen-Viptorp)";"totalt";"kvinnor";1001
"Eskilstuna (Skogsängen-Viptorp)";"totalt";"totalt";1982
"Eskilstuna (Snopptorp)";"totalt";"män";804
"Eskilstuna (Snopptorp)";"totalt";"kvinnor";857
"Eskilstuna (Snopptorp)";"totalt";"totalt";1661
"Eskilstuna (Solvik-Mälarbaden-Torshälla centrum)";"totalt";"män";2946
"Eskilstuna (Solvik-Mälarbaden-Torshälla centrum)";"totalt";"kvinnor";2832
"Eskilstuna (Solvik-Mälarbaden-Torshälla centrum)";"totalt";"totalt";5778
"Eskilstuna (Stenby)";"totalt";"män";878
"Eskilstuna (Stenby)";"totalt";"kvinnor";889
"Eskilstuna (Stenby)";"totalt";"totalt";1767
"Eskilstuna (Sundbyholm-Kjula-Barva)";"totalt";"män";2677
"Eskilstuna (Sundbyholm-Kjula-Barva)";"totalt";"kvinnor";2551
"Eskilstuna (Sundbyholm-Kjula-Barva)";"totalt";"totalt";5228
"Eskilstuna (Trumtorp-Odlaren-Hagnestahill)";"totalt";"män";1034
"Eskilstuna (Trumtorp-Odlaren-Hagnestahill)";"totalt";"kvinnor";1039
"Eskilstuna (Trumtorp-Odlaren-Hagnestahill)";"totalt";"totalt";2073
"Eskilstuna (Valhalla-Slagsta)";"totalt";"män";2790
"Eskilstuna (Valhalla-Slagsta)";"totalt";"kvinnor";2759
"Eskilstuna (Valhalla-Slagsta)";"totalt";"totalt";5549
"Eskilstuna (Västra Nyfors)";"totalt";"män";757
"Eskilstuna (Västra Nyfors)";"totalt";"kvinnor";786
"Eskilstuna (Västra Nyfors)";"totalt";"totalt";1543
"Eskilstuna (Årby-Vallby)";"totalt";"män";1258
"Eskilstuna (Årby-Vallby)";"totalt";"kvinnor";1297
"Eskilstuna (Årby-Vallby)";"totalt";"totalt";2555
"Eskilstuna (Ärla-Hällberga)";"totalt";"män";1830
"Eskilstuna (Ärla-Hällberga)";"totalt";"kvinnor";1732
"Eskilstuna (Ärla-Hällberga)";"totalt";"totalt";3562
"Eskilstuna (Östra Nyfors)";"totalt";"män";794
"Eskilstuna (Östra Nyfors)";"totalt";"kvinnor";779
"Eskilstuna (Östra Nyfors)";"totalt";"totalt";1573
"Strängnäs (Mariefred)";"totalt";"män";1353
"Strängnäs (Mariefred)";"totalt";"kvinnor";1493
"Strängnäs (Mariefred)";"totalt";"totalt";2846
"Strängnäs (Mariefred norra)";"totalt";"män";796
"Strängnäs (Mariefred norra)";"totalt";"kvinnor";789
"Strängnäs (Mariefred norra)";"totalt";"totalt";1585
"Strängnäs (Mariefreds södraomland)";"totalt";"män";1213
"Strängnäs (Mariefreds södraomland)";"totalt";"kvinnor";1202
"Strängnäs (Mariefreds södraomland)";"totalt";"totalt";2415
"Strängnäs (Stallarholmen)";"totalt";"män";1270
"Strängnäs (Stallarholmen)";"totalt";"kvinnor";1231
"Strängnäs (Stallarholmen)";"totalt";"totalt";2501
"Strängnäs (Strängnäs centrala)";"totalt";"män";2526
"Strängnäs (Strängnäs centrala)";"totalt";"kvinnor";2802
"Strängnäs (Strängnäs centrala)";"totalt";"totalt";5328
"Strängnäs (Strängnäs mälaröar)";"totalt";"män";1903
"Strängnäs (Strängnäs mälaröar)";"totalt";"kvinnor";1738
"Strängnäs (Strängnäs mälaröar)";"totalt";"totalt";3641
"Strängnäs (Strängnäs norra)";"totalt";"män";1614
"Strängnäs (Strängnäs norra)";"totalt";"kvinnor";1592
"Strängnäs (Strängnäs norra)";"totalt";"totalt";3206
"Strängnäs (Strängnäs omland)";"totalt";"män";2240
"Strängnäs (Strängnäs omland)";"totalt";"kvinnor";2148
"Strängnäs (Strängnäs omland)";"totalt";"totalt";4388
"Strängnäs (Strängnäs Stadsskogen)";"totalt";"män";995
"Strängnäs (Strängnäs Stadsskogen)";"totalt";"kvinnor";874
"Strängnäs (Strängnäs Stadsskogen)";"totalt";"totalt";1869
"Strängnäs (Strängnäs södra)";"totalt";"män";2760
"Strängnäs (Strängnäs södra)";"totalt";"kvinnor";2766
"Strängnäs (Strängnäs södra)";"totalt";"totalt";5526
"Strängnäs (Strängnäs västra)";"totalt";"män";1323
"Strängnäs (Strängnäs västra)";"totalt";"kvinnor";1263
"Strängnäs (Strängnäs västra)";"totalt";"totalt";2586
"Strängnäs (Åkers styckebruk)";"totalt";"män";1585
"Strängnäs (Åkers styckebruk)";"totalt";"kvinnor";1441
"Strängnäs (Åkers styckebruk)";"totalt";"totalt";3026
"Trosa (Sund-Lövsta-Åda norra)";"totalt";"män";593
"Trosa (Sund-Lövsta-Åda norra)";"totalt";"kvinnor";513
"Trosa (Sund-Lövsta-Åda norra)";"totalt";"totalt";1106
"Trosa (Trosa västra)";"totalt";"män";859
"Trosa (Trosa västra)";"totalt";"kvinnor";963
"Trosa (Trosa västra)";"totalt";"totalt";1822
"Trosa (Trosa östra)";"totalt";"män";3064
"Trosa (Trosa östra)";"totalt";"kvinnor";3094
"Trosa (Trosa östra)";"totalt";"totalt";6158
"Trosa (Vagnhärad norra)";"totalt";"män";1422
"Trosa (Vagnhärad norra)";"totalt";"kvinnor";1442
"Trosa (Vagnhärad norra)";"totalt";"totalt";2864
"Trosa (Vagnhärad södra)";"totalt";"män";673
"Trosa (Vagnhärad södra)";"totalt";"kvinnor";640
"Trosa (Vagnhärad södra)";"totalt";"totalt";1313
"Trosa (Västerljung)";"totalt";"män";855
"Trosa (Västerljung)";"totalt";"kvinnor";767
"Trosa (Västerljung)";"totalt";"totalt";1622
"Ödeshög (Hästholmen-Slätten-Skogsbygden)";"totalt";"män";1335
"Ödeshög (Hästholmen-Slätten-Skogsbygden)";"totalt";"kvinnor";1223
"Ödeshög (Hästholmen-Slätten-Skogsbygden)";"totalt";"totalt";2558
"Ödeshög (Ödeshög)";"totalt";"män";1379
"Ödeshög (Ödeshög)";"totalt";"kvinnor";1342
"Ödeshög (Ödeshög)";"totalt";"totalt";2721
"Ydre (Sund-Norra Vi-Svinhult-Västra Ryd)";"totalt";"män";664
"Ydre (Sund-Norra Vi-Svinhult-Västra Ryd)";"totalt";"kvinnor";595
"Ydre (Sund-Norra Vi-Svinhult-Västra Ryd)";"totalt";"totalt";1259
"Ydre (Torpa-Asby)";"totalt";"män";763
"Ydre (Torpa-Asby)";"totalt";"kvinnor";742
"Ydre (Torpa-Asby)";"totalt";"totalt";1505
"Ydre (Österbymo)";"totalt";"män";434
"Ydre (Österbymo)";"totalt";"kvinnor";439
"Ydre (Österbymo)";"totalt";"totalt";873
"Kinda (Kinda norra)";"totalt";"män";656
"Kinda (Kinda norra)";"totalt";"kvinnor";622
"Kinda (Kinda norra)";"totalt";"totalt";1278
"Kinda (Kinda västra)";"totalt";"män";605
"Kinda (Kinda västra)";"totalt";"kvinnor";512
"Kinda (Kinda västra)";"totalt";"totalt";1117
"Kinda (Kinda östra)";"totalt";"män";730
"Kinda (Kinda östra)";"totalt";"kvinnor";683
"Kinda (Kinda östra)";"totalt";"totalt";1413
"Kinda (Kisa västra)";"totalt";"män";1514
"Kinda (Kisa västra)";"totalt";"kvinnor";1440
"Kinda (Kisa västra)";"totalt";"totalt";2954
"Kinda (Kisa östra)";"totalt";"män";420
"Kinda (Kisa östra)";"totalt";"kvinnor";442
"Kinda (Kisa östra)";"totalt";"totalt";862
"Kinda (Rimforsa)";"totalt";"män";1193
"Kinda (Rimforsa)";"totalt";"kvinnor";1175
"Kinda (Rimforsa)";"totalt";"totalt";2368
"Boxholm (Boxholm omnejd)";"totalt";"män";1082
"Boxholm (Boxholm omnejd)";"totalt";"kvinnor";1023
"Boxholm (Boxholm omnejd)";"totalt";"totalt";2105
"Boxholm (Boxholm västra)";"totalt";"män";1001
"Boxholm (Boxholm västra)";"totalt";"kvinnor";911
"Boxholm (Boxholm västra)";"totalt";"totalt";1912
"Boxholm (Boxholm östra)";"totalt";"män";776
"Boxholm (Boxholm östra)";"totalt";"kvinnor";730
"Boxholm (Boxholm östra)";"totalt";"totalt";1506
"Åtvidaberg (Åtvidaberg centrum nordost)";"totalt";"män";1497
"Åtvidaberg (Åtvidaberg centrum nordost)";"totalt";"kvinnor";1479
"Åtvidaberg (Åtvidaberg centrum nordost)";"totalt";"totalt";2976
"Åtvidaberg (Åtvidaberg centrum sydväst)";"totalt";"män";2198
"Åtvidaberg (Åtvidaberg centrum sydväst)";"totalt";"kvinnor";2185
"Åtvidaberg (Åtvidaberg centrum sydväst)";"totalt";"totalt";4383
"Åtvidaberg (Åtvidaberg nord)";"totalt";"män";1520
"Åtvidaberg (Åtvidaberg nord)";"totalt";"kvinnor";1457
"Åtvidaberg (Åtvidaberg nord)";"totalt";"totalt";2977
"Åtvidaberg (Åtvidaberg syd)";"totalt";"män";600
"Åtvidaberg (Åtvidaberg syd)";"totalt";"kvinnor";524
"Åtvidaberg (Åtvidaberg syd)";"totalt";"totalt";1124
"Finspång (Dunderbacken-Hårstorp)";"totalt";"män";817
"Finspång (Dunderbacken-Hårstorp)";"totalt";"kvinnor";804
"Finspång (Dunderbacken-Hårstorp)";"totalt";"totalt";1621
"Finspång (Finspång centrala-Svälthagen)";"totalt";"män";1669
"Finspång (Finspång centrala-Svälthagen)";"totalt";"kvinnor";1609
"Finspång (Finspång centrala-Svälthagen)";"totalt";"totalt";3278
"Finspång (Finspång omland)";"totalt";"män";3125
"Finspång (Finspång omland)";"totalt";"kvinnor";2829
"Finspång (Finspång omland)";"totalt";"totalt";5954
"Finspång (Grosvad-Butbro)";"totalt";"män";1110
"Finspång (Grosvad-Butbro)";"totalt";"kvinnor";1012
"Finspång (Grosvad-Butbro)";"totalt";"totalt";2122
"Finspång (Lotorp-Vistinge)";"totalt";"män";902
"Finspång (Lotorp-Vistinge)";"totalt";"kvinnor";833
